ZIP5,AFFGEOID10,GEOID10,ALAND10,AWATER10
60546,8600000US60546,60546,10029702,48393
60550,8600000US60550,60550,115346452,1439614
53802,8600000US53802,53802,2465314,0
29550,8600000US29550,29550,552312860,9224769
56325,8600000US56325,56325,409633,0
52548,8600000US52548,52548,588294,34434
66045,8600000US66045,66045,840665,5685
79851,8600000US79851,79851,1743861922,180316
07926,8600000US07926,7926,685287,773
32903,8600000US32903,32903,9569219,14847795
30802,8600000US30802,30802,343329338,39760121
19901,8600000US19901,19901,206009488,25807491
23509,8600000US23509,23509,6548252,1080359
62876,8600000US62876,62876,7956551,0
24060,8600000US24060,24060,344149171,2355284
62891,8600000US62891,62891,1952936,5444
83013,8600000US83013,83013,2329518841,129231485
67150,8600000US67150,67150,10566199,0
53183,8600000US53183,53183,9205197,13890
58580,8600000US58580,58580,424701058,1598212
57799,8600000US57799,57799,359672,0
40165,8600000US40165,40165,374113822,4400004
64019,8600000US64019,64019,218292663,621637
51047,8600000US51047,51047,199489816,589101
52305,8600000US52305,52305,73493551,0
82923,8600000US82923,82923,2835176443,40740141
53582,8600000US53582,53582,88568867,60134
59027,8600000US59027,59027,558422078,3010677
47865,8600000US47865,47865,352370,0
84726,8600000US84726,84726,971878068,529362
36502,8600000US36502,36502,850238159,4460649
83463,8600000US83463,83463,413373951,18252
52767,8600000US52767,52767,1727290,1628662
60162,8600000US60162,60162,8286658,0
33016,8600000US33016,33016,11337372,1606429
36426,8600000US36426,36426,1258825072,12525649
59645,8600000US59645,59645,4323480628,3868197
49855,8600000US49855,49855,520017832,104735820
49719,8600000US49719,49719,151569224,58663970
82801,8600000US82801,82801,1693117598,1259796
02769,8600000US02769,2769,121557133,1409688
55109,8600000US55109,55109,30300292,1968368
03275,8600000US03275,3275,111419881,742147
03103,8600000US03103,3103,25251419,951469
02053,8600000US02053,2053,29900124,343651
02140,8600000US02140,2140,2990308,53982
49903,8600000US49903,49903,480152348,8533463
55449,8600000US55449,55449,55924246,2191802
39086,8600000US39086,39086,408153780,1894088
59713,8600000US59713,59713,425986487,187511
89414,8600000US89414,89414,2280630541,8442345
03766,8600000US03766,3766,82244288,1326361
07107,8600000US07107,7107,4262160,22301
11424,8600000US11424,11424,93143,0
68923,8600000US68923,68923,4134902,0
67228,8600000US67228,67228,20577076,28740
85015,8600000US85015,85015,12646728,29710
89017,8600000US89017,89017,1100420653,854118
29832,8600000US29832,29832,251210488,2633924
44250,8600000US44250,44250,1157442,399740
68010,8600000US68010,68010,3757597,103362
28601,8600000US28601,28601,119206344,8448205
67230,8600000US67230,67230,25560981,549238
45630,8600000US45630,45630,294892,0
67355,8600000US67355,67355,61965077,431727
45651,8600000US45651,45651,388240927,1592653
67363,8600000US67363,67363,5639976,16917
87016,8600000US87016,87016,1973630111,1612957
62536,8600000US62536,62536,17902960,161664
40014,8600000US40014,40014,142689861,2165133
49347,8600000US49347,49347,48180074,1980774
48359,8600000US48359,48359,27878738,766812
48051,8600000US48051,48051,38920399,229115
40118,8600000US40118,40118,35442565,295439
40943,8600000US40943,40943,16480650,8873
40115,8600000US40115,40115,51745836,575800
40161,8600000US40161,40161,18291041,58098
65468,8600000US65468,65468,31403030,0
64479,8600000US64479,64479,177199239,1993
21830,8600000US21830,21830,81111196,2294777
20778,8600000US20778,20778,20339982,1738007
01863,8600000US01863,1863,11966347,840165
01773,8600000US01773,1773,35278051,2008895
42633,8600000US42633,42633,1126470640,50367174
36049,8600000US36049,36049,413965591,1698502
42653,8600000US42653,42653,205416050,3334210
97873,8600000US97873,97873,197994462,0
16601,8600000US16601,16601,224053063,1072092
15634,8600000US15634,15634,391411,0
29453,8600000US29453,29453,359396984,2700686
57702,8600000US57702,57702,756295548,5169257
37096,8600000US37096,37096,767928864,13874700
37091,8600000US37091,37091,536352715,1841316
37616,8600000US37616,37616,116079931,135990
37872,8600000US37872,37872,247547684,0
75647,8600000US75647,75647,196803061,2843679
79605,8600000US79605,79605,28383594,73488
78643,8600000US78643,78643,1823411994,14702227
77964,8600000US77964,77964,1500425387,1551313
78019,8600000US78019,78019,2504494487,4840647
23173,8600000US23173,23173,1056292,55520
01260,8600000US01260,1260,6503634,101867
15563,8600000US15563,15563,147023838,7139
49507,8600000US49507,49507,14292417,0
52223,8600000US52223,52223,125813442,1806333
50533,8600000US50533,50533,258512725,0
64454,8600000US64454,64454,170283312,676079
63939,8600000US63939,63939,94832401,43673
97911,8600000US97911,97911,1809838043,14822633
18503,8600000US18503,18503,1199212,0
15501,8600000US15501,15501,346940004,1482666
69146,8600000US69146,69146,403381898,87229857
45819,8600000US45819,45819,672378,0
43805,8600000US43805,43805,3091143,37548
62087,8600000US62087,62087,7836224,227313
50625,8600000US50625,50625,157901511,171866
50153,8600000US50153,50153,80343093,29176
50264,8600000US50264,50264,174278014,21492
90001,8600000US90001,90001,9071081,0
44230,8600000US44230,44230,44571037,120339
28315,8600000US28315,28315,165530128,865845
17954,8600000US17954,17954,1802829,0
30222,8600000US30222,30222,374332756,2113626
50454,8600000US50454,50454,44766371,0
01031,8600000US01031,1031,21012724,0
01106,8600000US01106,1106,24016633,1343650
02726,8600000US02726,2726,14316835,3516706
01008,8600000US01008,1008,139346412,5108938
52237,8600000US52237,52237,210347961,114007
29572,8600000US29572,29572,21221711,892878
65066,8600000US65066,65066,516864242,3799364
29912,8600000US29912,29912,900136,75511
68531,8600000US68531,68531,10523381,0
24141,8600000US24141,24141,165179559,8458868
82213,8600000US82213,82213,1245896983,48609951
38505,8600000US38505,38505,344149,0
82222,8600000US82222,82222,1055010487,836484
22151,8600000US22151,22151,13225051,414901
59740,8600000US59740,59740,302753157,16035358
53105,8600000US53105,53105,407832680,6355665
49968,8600000US49968,49968,648359215,5714817
62570,8600000US62570,62570,679264,52853
28366,8600000US28366,28366,219394611,745250
54817,8600000US54817,54817,418884054,42548487
69348,8600000US69348,69348,2391114949,33801
67621,8600000US67621,67621,157894957,379037
28018,8600000US28018,28018,257317831,179705
28375,8600000US28375,28375,740155,0
22802,8600000US22802,22802,234406555,486043
36105,8600000US36105,36105,190068530,3248220
30906,8600000US30906,30906,218778920,3674831
02817,8600000US02817,2817,130009881,2599366
27834,8600000US27834,27834,457643693,3464997
75932,8600000US75932,75932,324779254,9584963
36108,8600000US36108,36108,180254044,8442710
35046,8600000US35046,35046,348632107,20101298
36311,8600000US36311,36311,310146027,186510
99554,8600000US99554,99554,57827497,23824446
72084,8600000US72084,72084,512431462,1097164
95959,8600000US95959,95959,642097343,3739856
45409,8600000US45409,45409,8968794,102112
45416,8600000US45416,45416,4807672,0
59718,8600000US59718,59718,619494284,1996470
29168,8600000US29168,29168,294618601,4860430
63673,8600000US63673,63673,283147498,9075550
61471,8600000US61471,61471,837370,0
47924,8600000US47924,47924,203476,0
27562,8600000US27562,27562,139001945,11646285
27569,8600000US27569,27569,210908801,713635
43434,8600000US43434,43434,54446,0
42539,8600000US42539,42539,548899873,1959325
36035,8600000US36035,36035,282257758,523540
63350,8600000US63350,63350,62384505,1364930
11206,8600000US11206,11206,3715220,0
28742,8600000US28742,28742,63406506,483538
38929,8600000US38929,38929,200362781,1346538
52623,8600000US52623,52623,149896722,1577572
57650,8600000US57650,57650,168010982,338203
52101,8600000US52101,52101,804297450,324441
56170,8600000US56170,56170,178119587,2790862
59436,8600000US59436,59436,681797076,18357918
40982,8600000US40982,40982,16164448,0
02035,8600000US02035,2035,51426039,2574077
02357,8600000US02357,2357,1246201,53728
15857,8600000US15857,15857,259401642,526014
18083,8600000US18083,18083,1587501,50282
18195,8600000US18195,18195,29340,0
14479,8600000US14479,14479,3833267,0
32312,8600000US32312,32312,270084833,45351284
91106,8600000US91106,91106,7628701,3083
20045,8600000US20045,20045,27766,0
18327,8600000US18327,18327,4860061,347299
18413,8600000US18413,18413,2318969,0
50544,8600000US50544,50544,75462860,0
20646,8600000US20646,20646,213654466,1853408
24901,8600000US24901,24901,225934096,1048386
24966,8600000US24966,24966,510353350,3398040
16228,8600000US16228,16228,196837,0
16246,8600000US16246,16246,876661,0
03229,8600000US03229,3229,112234308,4634943
21140,8600000US21140,21140,3501079,995970
20405,8600000US20405,20405,33011,0
98852,8600000US98852,98852,582985286,21062060
14061,8600000US14061,14061,2481143,0
46731,8600000US46731,46731,41203287,74360
32566,8600000US32566,32566,104245082,7271358
10545,8600000US10545,10545,326173,0
13751,8600000US13751,13751,5095857,87570
40601,8600000US40601,40601,571364750,10822369
30184,8600000US30184,30184,174858271,7080314
30204,8600000US30204,30204,323477756,3078723
04986,8600000US04986,4986,143446326,507286
01075,8600000US01075,1075,45886340,1773569
70037,8600000US70037,70037,161891674,13376811
70113,8600000US70113,70113,2633107,0
31409,8600000US31409,31409,17232524,19974
33071,8600000US33071,33071,19355122,768067
47501,8600000US47501,47501,378689094,4280910
59728,8600000US59728,59728,533948894,29048
49626,8600000US49626,49626,3600526,842559
27589,8600000US27589,27589,449939572,1163884
64040,8600000US64040,64040,443881596,2068115
27596,8600000US27596,27596,144575816,820575
39059,8600000US39059,39059,412435731,880538
02770,8600000US02770,2770,83286347,6264983
16112,8600000US16112,16112,17409602,773745
61874,8600000US61874,61874,10752583,102965
48168,8600000US48168,48168,52826382,622098
49241,8600000US49241,49241,88131924,1264362
48128,8600000US48128,48128,6123394,134025
41630,8600000US41630,41630,47648055,38599
49126,8600000US49126,49126,41425425,1281471
50423,8600000US50423,50423,373487317,2135684
38753,8600000US38753,38753,209382625,3589593
39320,8600000US39320,39320,111529194,373441
43504,8600000US43504,43504,39685154,0
39654,8600000US39654,39654,398744481,7164312
30815,8600000US30815,30815,338460687,1431177
56151,8600000US56151,56151,259958016,1349518
59422,8600000US59422,59422,2768970974,19532715
15489,8600000US15489,15489,2417235,0
29546,8600000US29546,29546,377403715,8341488
29148,8600000US29148,29148,269444495,188605428
57041,8600000US57041,57041,7709918,0
76666,8600000US76666,76666,42418420,472635
48210,8600000US48210,48210,13052697,0
01720,8600000US01720,1720,51059959,1114409
15635,8600000US15635,15635,782027,13687
15693,8600000US15693,15693,179062,0
39346,8600000US39346,39346,203544969,628636
88130,8600000US88130,88130,1619257173,13828438
02827,8600000US02827,2827,54707655,1039350
02891,8600000US02891,2891,68258979,12493349
02888,8600000US02888,2888,15359530,3135032
05043,8600000US05043,5043,21033421,205757
04544,8600000US04544,4544,8392455,3585738
04745,8600000US04745,4745,62091068,1181133
63147,8600000US63147,63147,15131615,2357027
42374,8600000US42374,42374,10447175,146510
23692,8600000US23692,23692,59143903,24014239
19956,8600000US19956,19956,261830086,2572517
14167,8600000US14167,14167,97561271,9927
97217,8600000US97217,97217,33471275,13715061
26767,8600000US26767,26767,6120915,0
25702,8600000US25702,25702,30143608,4020592
60424,8600000US60424,60424,133608664,836694
63942,8600000US63942,63942,219117988,443895
01550,8600000US01550,1550,52418640,1611501
13603,8600000US13603,13603,14123531,82656
11772,8600000US11772,11772,41882501,1179072
76240,8600000US76240,76240,956977768,8142977
30008,8600000US30008,30008,24491653,27393
61062,8600000US61062,61062,191249645,23705
34982,8600000US34982,34982,43549074,13880980
73539,8600000US73539,73539,186285327,1919067
62627,8600000US62627,62627,231518881,5618202
60919,8600000US60919,60919,90282925,9598
60145,8600000US60145,60145,92836045,637908
62563,8600000US62563,62563,149136916,1252082
62573,8600000US62573,62573,114735576,0
23417,8600000US23417,23417,127745007,102701873
91776,8600000US91776,91776,8818731,1122
32118,8600000US32118,32118,10975488,11712638
06039,8600000US06039,6039,54332977,2458509
02860,8600000US02860,2860,13996526,783538
11976,8600000US11976,11976,31798113,5736967
83238,8600000US83238,83238,193101665,580138
35080,8600000US35080,35080,112946733,2935228
46932,8600000US46932,46932,143367362,52435
46819,8600000US46819,46819,66335633,199240
40142,8600000US40142,40142,127682351,936910
40213,8600000US40213,40213,32600149,155410
11933,8600000US11933,11933,71791349,6283103
38017,8600000US38017,38017,219487237,1576755
35147,8600000US35147,35147,176250564,3123124
35222,8600000US35222,35222,9664721,5581
35243,8600000US35243,35243,31424517,468678
35187,8600000US35187,35187,53082,0
35975,8600000US35975,35975,88673373,453411
04611,8600000US04611,4611,14547139,56734119
45760,8600000US45760,45760,50651358,254699
22654,8600000US22654,22654,160063970,179370
98327,8600000US98327,98327,17731415,5762137
60613,8600000US60613,60613,5632034,1114040
60466,8600000US60466,60466,16589778,66519
60177,8600000US60177,60177,22136848,833281
66777,8600000US66777,66777,366161073,11780313
66521,8600000US66521,66521,473957489,1260374
24892,8600000US24892,24892,56511084,284827
57034,8600000US57034,57034,187666451,34856
53939,8600000US53939,53939,1349547,546494
57456,8600000US57456,57456,1048618202,9767393
54420,8600000US54420,54420,99685895,365718
53295,8600000US53295,53295,606090,0
40031,8600000US40031,40031,172266121,2392596
40387,8600000US40387,40387,187379551,4270056
41729,8600000US41729,41729,347276,107715
91941,8600000US91941,91941,20879788,28065
33129,8600000US33129,33129,3498328,4463991
18054,8600000US18054,18054,42472331,676315
30349,8600000US30349,30349,119033286,698983
66007,8600000US66007,66007,58798968,254709
14775,8600000US14775,14775,139958288,5652520
53403,8600000US53403,53403,24686646,9771233
16115,8600000US16115,16115,104148236,315090
18830,8600000US18830,18830,62508577,692793
30552,8600000US30552,30552,141198116,5068751
01521,8600000US01521,1521,31821358,1990947
64113,8600000US64113,64113,6460876,0
04785,8600000US04785,4785,264061321,4635904
60931,8600000US60931,60931,119389269,31755
61256,8600000US61256,61256,3419181,1932050
56278,8600000US56278,56278,333383545,27836829
30295,8600000US30295,30295,113065702,2154486
66401,8600000US66401,66401,612440787,2736388
66436,8600000US66436,66436,482774131,3682926
40215,8600000US40215,40215,9714456,24755
60104,8600000US60104,60104,6096883,0
62282,8600000US62282,62282,2638905,544
62685,8600000US62685,62685,218460889,1030991
60190,8600000US60190,60190,12036015,196846
61933,8600000US61933,61933,155110243,87033
62519,8600000US62519,62519,3896442,0
67849,8600000US67849,67849,322377591,83434
11743,8600000US11743,11743,65699960,9627399
10504,8600000US10504,10504,42307285,4885233
48840,8600000US48840,48840,50126849,3298543
68123,8600000US68123,68123,59383040,3486955
01770,8600000US01770,1770,40891309,963644
60417,8600000US60417,60417,100837942,106002
03911,8600000US03911,3911,900954,2593690
40829,8600000US40829,40829,10600644,75458
40241,8600000US40241,40241,37422753,286687
91722,8600000US91722,91722,10698983,3901
90810,8600000US90810,90810,17343011,535653
94610,8600000US94610,94610,5651459,602434
72443,8600000US72443,72443,151553354,80349
49870,8600000US49870,49870,142384720,1316760
70393,8600000US70393,70393,18739535,0
95242,8600000US95242,95242,248733164,6407893
31602,8600000US31602,31602,105626086,1523955
61614,8600000US61614,61614,31213301,230941
04575,8600000US04575,4575,1702724,3989685
01247,8600000US01247,1247,136057274,1477071
91789,8600000US91789,91789,40489828,122755
62423,8600000US62423,62423,59963821,42605
47060,8600000US47060,47060,148370706,1606346
47847,8600000US47847,47847,125802024,21689
04773,8600000US04773,4773,101033988,1484494
98587,8600000US98587,98587,74149508,8076979
98346,8600000US98346,98346,71369476,12990818
74932,8600000US74932,74932,203273547,1912046
56654,8600000US56654,56654,306275573,1836591
89012,8600000US89012,89012,27970039,0
08327,8600000US08327,8327,13790081,2883806
19147,8600000US19147,19147,3646157,505760
03777,8600000US03777,3777,116959437,3406945
92111,8600000US92111,92111,21891189,0
95204,8600000US95204,95204,13209888,686921
94103,8600000US94103,94103,3518230,0
31028,8600000US31028,31028,9204123,47581
30079,8600000US30079,30079,3310202,18701
41528,8600000US41528,41528,19824067,0
03869,8600000US03869,3869,18328688,768549
01588,8600000US01588,1588,22296233,1649001
49453,8600000US49453,49453,28115021,2557767
08006,8600000US08006,8006,1924357,1555694
70083,8600000US70083,70083,324749017,289190856
60423,8600000US60423,60423,94442018,6765
21649,8600000US21649,21649,44112997,24292
02641,8600000US02641,2641,5400015,587143
38449,8600000US38449,38449,147728542,157226
42519,8600000US42519,42519,127694008,7715161
40152,8600000US40152,40152,24985788,4734604
08861,8600000US08861,8861,13322809,3269112
92251,8600000US92251,92251,516782194,59701
91745,8600000US91745,91745,33173005,60949
94110,8600000US94110,94110,6019932,12207
93067,8600000US93067,93067,1526377,0
04096,8600000US04096,4096,34600116,24828637
67455,8600000US67455,67455,759147814,934097
66956,8600000US66956,66956,514863153,3921109
28470,8600000US28470,28470,123296854,4092698
13901,8600000US13901,13901,60176749,2210751
21755,8600000US21755,21755,89208781,1625708
49757,8600000US49757,49757,11275045,37527874
11793,8600000US11793,11793,24571084,731768
92831,8600000US92831,92831,15476260,0
91306,8600000US91306,91306,10718166,63096
19943,8600000US19943,19943,170679091,967942
33304,8600000US33304,33304,8228098,967014
92129,8600000US92129,92129,36404891,1633
95616,8600000US95616,95616,71375442,61756
04624,8600000US04624,4624,14783419,18125300
03813,8600000US03813,3813,248865260,5461656
31637,8600000US31637,31637,204830407,3529844
60415,8600000US60415,60415,5954577,0
61450,8600000US61450,61450,216917683,11812
61251,8600000US61251,61251,46050332,0
12485,8600000US12485,12485,21729902,278203
32059,8600000US32059,32059,306502736,2302044
20630,8600000US20630,20630,14770224,6543212
38834,8600000US38834,38834,565900051,3052237
08611,8600000US08611,8611,6813847,1617918
03872,8600000US03872,3872,122857217,8634944
03858,8600000US03858,3858,25441686,379073
47001,8600000US47001,47001,188668320,2497770
68381,8600000US68381,68381,160753579,1473745
87116,8600000US87116,87116,8508547,43051
58542,8600000US58542,58542,507273519,5000090
23138,8600000US23138,23138,21712194,35272017
32619,8600000US32619,32619,306165330,4008668
39826,8600000US39826,39826,54503788,675261
08077,8600000US08077,8077,20978880,2091062
13323,8600000US13323,13323,98526006,88820
10560,8600000US10560,10560,54013694,3514991
14303,8600000US14303,14303,6362014,0
33851,8600000US33851,33851,4908786,626896
51523,8600000US51523,51523,133141499,1827733
34119,8600000US34119,34119,58286905,3156050
55033,8600000US55033,55033,365321747,19626007
13135,8600000US13135,13135,82740530,2989650
45786,8600000US45786,45786,169154472,3337242
31518,8600000US31518,31518,120556819,592302
46710,8600000US46710,46710,113495269,245903
46220,8600000US46220,46220,31023046,1219133
30224,8600000US30224,30224,171287365,2688213
30028,8600000US30028,30028,133005349,1637014
10805,8600000US10805,10805,4469051,54770
12808,8600000US12808,12808,57221318,7381139
95334,8600000US95334,95334,145076428,531325
91340,8600000US91340,91340,8757193,0
49088,8600000US49088,49088,83196824,2185302
14172,8600000US14172,14172,63789248,5328476
14767,8600000US14767,14767,138163965,609874
18302,8600000US18302,18302,160400112,2921629
18435,8600000US18435,18435,25646104,1379424
23358,8600000US23358,23358,14412743,8667880
33019,8600000US33019,33019,10112059,7032146
34209,8600000US34209,34209,32592625,21168533
71660,8600000US71660,71660,311623591,508350
93312,8600000US93312,93312,39402577,0
30078,8600000US30078,30078,43897568,657005
68023,8600000US68023,68023,91036995,1675379
07094,8600000US07094,7094,14938338,1852307
33706,8600000US33706,33706,9470971,15312430
14801,8600000US14801,14801,281414444,1049221
61428,8600000US61428,61428,85154283,2369050
62807,8600000US62807,62807,114053743,197586
67564,8600000US67564,67564,208529881,125224
05648,8600000US05648,5648,23100319,570077
05664,8600000US05664,5664,43125,0
05651,8600000US05651,5651,44496796,480388
05037,8600000US05037,5037,26948367,130030
23238,8600000US23238,23238,55560550,2515586
24083,8600000US24083,24083,20679643,517032
72202,8600000US72202,72202,22303692,3918012
72904,8600000US72904,72904,33982383,4657030
72566,8600000US72566,72566,121964606,0
05345,8600000US05345,5345,129882301,799011
05041,8600000US05041,5041,15234328,7373
05343,8600000US05343,5343,116795020,1377809
05454,8600000US05454,5454,122752588,3333212
05730,8600000US05730,5730,35911960,310185
05829,8600000US05829,5829,66055703,4218850
05735,8600000US05735,5735,110985280,6019342
05667,8600000US05667,5667,117473814,621641
84739,8600000US84739,84739,72024986,0
84309,8600000US84309,84309,22249230,0
84333,8600000US84333,84333,64957613,469954
22923,8600000US22923,22923,130287485,475668
22529,8600000US22529,22529,28586253,11815
22044,8600000US22044,22044,5662897,233185
23702,8600000US23702,23702,6529908,22134
54473,8600000US54473,54473,222117958,3739474
53221,8600000US53221,53221,23648980,37481
53177,8600000US53177,53177,70628965,121361
54632,8600000US54632,54632,121099800,4449572
25193,8600000US25193,25193,56064315,236617
53070,8600000US53070,53070,74066078,6890007
25025,8600000US25025,25025,40129939,2383
24412,8600000US24412,24412,6793365,34873
25651,8600000US25651,25651,65175625,161067
54810,8600000US54810,54810,117388900,14180923
80476,8600000US80476,80476,148827819,36623
06758,8600000US06758,6758,6814407,83802
06810,8600000US06810,6810,53648301,686975
06470,8600000US06470,6470,96146968,1789732
06477,8600000US06477,6477,44498747,616353
80303,8600000US80303,80303,57002460,2425855
80301,8600000US80301,80301,75139889,7565567
06032,8600000US06032,6032,58785608,1838522
06438,8600000US06438,6438,31816540,2380662
80108,8600000US80108,80108,92110727,0
81506,8600000US81506,81506,33346097,12515
80133,8600000US80133,80133,79767198,40507
24818,8600000US24818,24818,66405504,280396
29709,8600000US29709,29709,252886035,1099928
79256,8600000US79256,79256,451540017,49299
24712,8600000US24712,24712,22931825,89362
06472,8600000US06472,6472,42331836,4533556
06424,8600000US06424,6424,104297296,4935713
05048,8600000US05048,5048,71240861,301604
06081,8600000US06081,6081,1778769,164298
06024,8600000US06024,6024,20576054,0
06249,8600000US06249,6249,140113255,2986571
06380,8600000US06380,6380,2472518,117265
34797,8600000US34797,34797,12192594,991080
32065,8600000US32065,32065,44865160,3142577
23117,8600000US23117,23117,354523860,17782935
53023,8600000US53023,53023,104540202,1083826
25266,8600000US25266,25266,97844469,0
39156,8600000US39156,39156,153274146,4946777
56185,8600000US56185,56185,113578775,115298
81077,8600000US81077,81077,1179692,13232
53826,8600000US53826,53826,185211196,2546600
53809,8600000US53809,53809,262237229,0
25248,8600000US25248,25248,190379509,112179
25404,8600000US25404,25404,103553182,154582
98811,8600000US98811,98811,13430506,0
25202,8600000US25202,25202,29583076,403937
25984,8600000US25984,25984,127291604,674080
80016,8600000US80016,80016,121773556,3138094
81328,8600000US81328,81328,945935236,3840145
80835,8600000US80835,80835,370915938,11962
80546,8600000US80546,80546,198281,0
06333,8600000US06333,6333,60775510,1590615
34669,8600000US34669,34669,50427246,1106074
03882,8600000US03882,3882,100090018,3032348
62894,8600000US62894,62894,116436590,5610346
40946,8600000US40946,40946,28760484,810
54556,8600000US54556,54556,230580451,1922768
76140,8600000US76140,76140,72168056,358214
27022,8600000US27022,27022,86107777,305542
54524,8600000US54524,54524,236972093,4317291
33827,8600000US33827,33827,77993584,13418653
45822,8600000US45822,45822,424763453,27154897
73771,8600000US73771,73771,349756514,193318
42371,8600000US42371,42371,98478328,1979300
58030,8600000US58030,58030,330451863,0
96769,8600000US96769,96769,193434452,44940998
83687,8600000US83687,83687,128780637,465131
54563,8600000US54563,54563,107532916,1754728
62268,8600000US62268,62268,135208996,26519
61344,8600000US61344,61344,63377175,107090
20136,8600000US20136,20136,37943843,669716
23952,8600000US23952,23952,34233418,29553
98660,8600000US98660,98660,38683418,22339323
23919,8600000US23919,23919,84544324,9181128
47850,8600000US47850,47850,132196605,552436
61015,8600000US61015,61015,106124180,134988
23857,8600000US23857,23857,38944189,943762
24580,8600000US24580,24580,53577726,140514
60142,8600000US60142,60142,103928765,199183
61567,8600000US61567,61567,95567765,0
27551,8600000US27551,27551,217525390,8356920
62340,8600000US62340,62340,235935271,2300977
46701,8600000US46701,46701,249773602,4645729
77566,8600000US77566,77566,61283909,11070415
54865,8600000US54865,54865,159106060,283502
66960,8600000US66960,66960,151706756,166729
54657,8600000US54657,54657,70560768,64818
47330,8600000US47330,47330,153986130,725372
07758,8600000US07758,7758,3938910,92777
82412,8600000US82412,82412,52787208,2048830
82933,8600000US82933,82933,182403954,670036
44404,8600000US44404,44404,44165987,1525678
46745,8600000US46745,46745,50924310,0
72515,8600000US72515,72515,25279046,0
67070,8600000US67070,67070,289183205,463744
53202,8600000US53202,53202,5466747,2656308
99774,8600000US99774,99774,31059021,8781987
62901,8600000US62901,62901,77531847,2381308
62095,8600000US62095,62095,17986350,222947
45135,8600000US45135,45135,182575012,59068
75236,8600000US75236,75236,32345623,1124873
78240,8600000US78240,78240,29343813,29468
76066,8600000US76066,76066,222921726,3637688
27806,8600000US27806,27806,357965486,92053689
16140,8600000US16140,16140,446341,0
43963,8600000US43963,43963,1148169,81097
79777,8600000US79777,79777,263472188,260564
77068,8600000US77068,77068,9860817,134743
78541,8600000US78541,78541,748520183,1568032
75150,8600000US75150,75150,33060717,31191
77318,8600000US77318,77318,99343592,31198117
77453,8600000US77453,77453,30106581,178586
23325,8600000US23325,23325,9896009,1266208
23055,8600000US23055,23055,40184633,799673
93110,8600000US93110,93110,27314070,317378
53040,8600000US53040,53040,168812247,489770
54928,8600000US54928,54928,28402556,471548
78662,8600000US78662,78662,206747916,96503
75457,8600000US75457,75457,348772773,11176687
76541,8600000US76541,76541,12239889,26524
47272,8600000US47272,47272,84202956,144840
46016,8600000US46016,46016,16488765,0
47468,8600000US47468,47468,68181958,6259498
46517,8600000US46517,46517,95307975,16279
46616,8600000US46616,46616,3783949,320155
46580,8600000US46580,46580,188838319,8189902
46143,8600000US46143,46143,126303504,367957
46163,8600000US46163,46163,76404780,155309
54413,8600000US54413,54413,81232582,902276
54106,8600000US54106,54106,237298575,602093
59755,8600000US59755,59755,217389849,53798
78645,8600000US78645,78645,82193709,16494336
46970,8600000US46970,46970,478894604,8003028
47522,8600000US47522,47522,21898585,853120
46553,8600000US46553,46553,81235941,0
47115,8600000US47115,47115,147565692,560585
00911,8600000US00911,911,1232509,0
25152,8600000US25152,25152,9157769,15524
46071,8600000US46071,46071,179649625,422293
47449,8600000US47449,47449,50605336,1236580
46794,8600000US46794,46794,66633310,563956
72682,8600000US72682,72682,37200777,5965
78245,8600000US78245,78245,86041967,274376
75164,8600000US75164,75164,5905053,457018
47868,8600000US47868,47868,150500199,4248905
47356,8600000US47356,47356,139527256,204916
88121,8600000US88121,88121,642051353,0
57257,8600000US57257,57257,191883526,1303113
25505,8600000US25505,25505,5801683,95453
62878,8600000US62878,62878,91321118,26274
26264,8600000US26264,26264,269242464,0
24816,8600000US24816,24816,1267298,47085
35984,8600000US35984,35984,167324507,480250
35750,8600000US35750,35750,164558802,350355
85621,8600000US85621,85621,731040290,1351350
71861,8600000US71861,71861,362023864,15762630
46075,8600000US46075,46075,79980426,64488
00901,8600000US00901,901,2535590,30548
37719,8600000US37719,37719,1722867,0
73047,8600000US73047,73047,391348164,1839517
45863,8600000US45863,45863,78056260,541400
22958,8600000US22958,22958,75240119,203898
24082,8600000US24082,24082,19372550,21262
98394,8600000US98394,98394,14363523,2412394
54301,8600000US54301,54301,16831165,1906895
22712,8600000US22712,22712,93845411,506012
24174,8600000US24174,24174,88495983,66837
22213,8600000US22213,22213,1502623,0
94109,8600000US94109,94109,3077740,295388
23115,8600000US23115,23115,14311063,0
02914,8600000US02914,2914,12657126,965031
23043,8600000US23043,23043,19475817,20482762
25213,8600000US25213,25213,92842911,3450104
28129,8600000US28129,28129,110701286,0
86301,8600000US86301,86301,80130666,1742784
72937,8600000US72937,72937,167447713,2855446
20117,8600000US20117,20117,116011540,1293237
84336,8600000US84336,84336,728375868,496946
85935,8600000US85935,85935,125028483,370789
86431,8600000US86431,86431,149704372,0
72386,8600000US72386,72386,303143923,2163052
72721,8600000US72721,72721,114938894,132771
80005,8600000US80005,80005,29516456,328462
15774,8600000US15774,15774,138968036,2005437
17223,8600000US17223,17223,28202455,48630
02916,8600000US02916,2916,6636837,1039656
29451,8600000US29451,29451,25927727,16893052
98926,8600000US98926,98926,1494460080,5996831
72415,8600000US72415,72415,98674141,1411673
72324,8600000US72324,72324,327398825,722676
06330,8600000US06330,6330,47409286,1522045
72941,8600000US72941,72941,139304254,11151281
72947,8600000US72947,72947,328098414,6851394
