transactionid,num_items_purchase,total_price,date,store,category,price per item
2916,5,16.45,2019.11.27,Tamarac,deli,3.29
2916,4,10.49,2019.11.27,Tamarac,beer,2.6225
2916,4,15.98,2019.11.27,Tamarac,freezer,3.995
2917,2,29.31,2019.03.08,WashingtonPark,snack,14.655
2917,2,8.32,2019.03.08,WashingtonPark,household,4.16
2917,3,8.4,2019.03.08,WashingtonPark,bakery,2.8
2918,2,2.85,2019.09.12,ColoradoBlvd,dairy,1.425
2918,5,14.2,2019.09.12,ColoradoBlvd,softdrinks,2.84
2919,1,9.37,2019.07.18,CherryCreek,household,9.37
2919,2,8.26,2019.07.18,CherryCreek,deli,4.13
2919,3,24.49,2019.07.18,CherryCreek,softdrinks,8.163333333
2919,1,13.41,2019.07.18,CherryCreek,snack,13.41
2919,7,47.84,2019.07.18,CherryCreek,beer,6.834285714
2920,6,2.12,2019.04.24,HighlandsRanch,freezer,0.353333333
2921,6,21.26,2019.06.02,Tamarac,bakery,3.543333333
2921,7,4.31,2019.06.02,Tamarac,produce,0.615714286
2921,5,20.11,2019.06.02,Tamarac,snack,4.022
2922,4,20.07,2019.05.07,CastleRock,deli,5.0175
2923,5,31.91,2019.02.26,WashingtonPark,dairy,6.382
2924,4,39.98,2019.09.16,HighlandsRanch,dairy,9.995
2924,8,3.5,2019.09.16,HighlandsRanch,bakery,0.4375
2925,2,28.91,2019.03.19,GovernorsRanch,meat,14.455
2925,5,8.47,2019.03.19,GovernorsRanch,dairy,1.694
2926,1,9.92,2019.02.15,CherryCreek,household,9.92
2927,1,3.48,2019.05.27,CherryCreek,household,3.48
2927,1,10.04,2019.05.27,CherryCreek,deli,10.04
2927,2,12.5,2019.05.27,CherryCreek,produce,6.25
2928,10,51.25,2019.11.17,HighlandsRanch,bakery,5.125
2928,6,29.01,2019.11.17,HighlandsRanch,beer,4.835
2928,4,70.33,2019.11.17,HighlandsRanch,meat,17.5825
2928,14,27.71,2019.11.17,HighlandsRanch,snack,1.979285714
2928,6,48.86,2019.11.17,HighlandsRanch,dairy,8.143333333
2929,4,58.42,2019.01.21,WashingtonPark,softdrinks,14.605
2929,2,14.34,2019.01.21,WashingtonPark,deli,7.17
2930,2,12.73,2019.07.26,WashingtonPark,dairy,6.365
2930,8,86.24,2019.07.26,WashingtonPark,meat,10.78
2930,3,26.96,2019.07.26,WashingtonPark,freezer,8.986666667
2930,3,31.79,2019.07.26,WashingtonPark,deli,10.59666667
2930,1,5.32,2019.07.26,WashingtonPark,snack,5.32
2931,6,6.42,2019.06.01,CastleRock,dairy,1.07
2931,7,43.81,2019.06.01,CastleRock,softdrinks,6.258571429
2932,6,27.48,2019.02.21,SouthGlenn,bakery,4.58
2932,9,4.03,2019.02.21,SouthGlenn,dairy,0.447777778
2932,3,12.49,2019.02.21,SouthGlenn,snack,4.163333333
2933,9,16.52,2019.07.01,Tamarac,produce,1.835555556
2933,4,1.7,2019.07.01,Tamarac,bakery,0.425
2933,3,28.67,2019.07.01,Tamarac,freezer,9.556666667
2933,5,42.7,2019.07.01,Tamarac,deli,8.54
2933,8,54.92,2019.07.01,Tamarac,dairy,6.865
2934,4,2.39,2019.06.07,GovernorsRanch,produce,0.5975
2934,15,144.89,2019.06.07,GovernorsRanch,beer,9.659333333
2935,7,46.2,2019.01.09,CastleRock,meat,6.6
2935,6,19.39,2019.01.09,CastleRock,produce,3.231666667
2936,4,76.34,2019.03.23,WashingtonPark,beer,19.085
2936,4,13.78,2019.03.23,WashingtonPark,freezer,3.445
2936,4,25.55,2019.03.23,WashingtonPark,dairy,6.3875
2937,6,52.46,2019.11.12,GovernorsRanch,snack,8.743333333
2938,3,7.56,2019.12.31,SouthGlenn,household,2.52
2938,4,9.1,2019.12.31,SouthGlenn,dairy,2.275
2938,10,47.98,2019.12.31,SouthGlenn,beer,4.798
2939,7,9.43,2019.02.27,SouthGlenn,dairy,1.347142857
2939,1,4.73,2019.02.27,SouthGlenn,household,4.73
2939,6,40.73,2019.02.27,SouthGlenn,softdrinks,6.788333333
2939,4,25.3,2019.02.27,SouthGlenn,bakery,6.325
2940,6,61.31,2019.02.21,Tamarac,beer,10.21833333
2941,2,2.82,2019.10.01,GovernorsRanch,bakery,1.41
2941,7,100.12,2019.10.01,GovernorsRanch,beer,14.30285714
2941,4,0.23,2019.10.01,GovernorsRanch,produce,0.0575
2941,5,24.69,2019.10.01,GovernorsRanch,freezer,4.938
2942,4,19.58,2019.08.23,ColoradoBlvd,produce,4.895
2942,13,69.48,2019.08.23,ColoradoBlvd,beer,5.344615385
2942,2,0.86,2019.08.23,ColoradoBlvd,dairy,0.43
2942,1,4.83,2019.08.23,ColoradoBlvd,household,4.83
2943,11,209.67,2019.08.11,WashingtonPark,beer,19.06090909
2944,6,4.48,2019.01.06,SouthGlenn,softdrinks,0.746666667
2945,1,37.84,2019.06.18,UnionStation,meat,37.84
2945,1,5.11,2019.06.18,UnionStation,bakery,5.11
2946,3,5.2,2019.02.22,SouthGlenn,meat,1.733333333
2946,6,0.08,2019.02.22,SouthGlenn,dairy,0.013333333
2946,6,5.8,2019.02.22,SouthGlenn,produce,0.966666667
2947,3,1.01,2019.09.14,Tamarac,freezer,0.336666667
2948,10,0.3,2019.05.15,CastleRock,produce,0.03
2948,9,53.18,2019.05.15,CastleRock,freezer,5.908888889
2949,4,26.92,2019.06.17,HighlandsRanch,deli,6.73
2949,10,7.57,2019.06.17,HighlandsRanch,freezer,0.757
2950,4,1.22,2019.06.18,GovernorsRanch,deli,0.305
2950,4,9.32,2019.06.18,GovernorsRanch,bakery,2.33
2951,1,2.59,2019.05.27,ColoradoBlvd,household,2.59
2951,5,71.35,2019.05.27,ColoradoBlvd,meat,14.27
2952,10,65.85,2019.11.09,HighlandsRanch,deli,6.585
2952,4,8.3,2019.11.09,HighlandsRanch,snack,2.075
2952,6,24.71,2019.11.09,HighlandsRanch,bakery,4.118333333
2952,8,26.96,2019.11.09,HighlandsRanch,freezer,3.37
2952,10,36.79,2019.11.09,HighlandsRanch,dairy,3.679
2953,9,49.95,2019.09.05,GovernorsRanch,softdrinks,5.55
2954,18,146.27,2019.09.19,CastleRock,meat,8.126111111
2954,13,28.79,2019.09.19,CastleRock,produce,2.214615385
2955,6,40.95,2019.12.06,GovernorsRanch,deli,6.825
2955,2,3.73,2019.12.06,GovernorsRanch,snack,1.865
2956,7,46.18,2019.11.20,SouthGlenn,bakery,6.597142857
2956,9,21.46,2019.11.20,SouthGlenn,beer,2.384444444
2956,1,1.15,2019.11.20,SouthGlenn,household,1.15
2956,6,21.32,2019.11.20,SouthGlenn,deli,3.553333333
2957,7,11.04,2019.03.10,SouthGlenn,softdrinks,1.577142857
2957,12,58.72,2019.03.10,SouthGlenn,dairy,4.893333333
2957,9,47.97,2019.03.10,SouthGlenn,deli,5.33
2958,4,1.97,2019.03.11,WashingtonPark,bakery,0.4925
2958,3,31.62,2019.03.11,WashingtonPark,snack,10.54
2958,4,1.93,2019.03.11,WashingtonPark,dairy,0.4825
2958,2,20.36,2019.03.11,WashingtonPark,freezer,10.18
2959,3,11.83,2019.01.07,Tamarac,bakery,3.943333333
2959,5,57.58,2019.01.07,Tamarac,beer,11.516
2960,2,44.51,2019.12.10,UnionStation,dairy,22.255
2960,1,7.34,2019.12.10,UnionStation,snack,7.34
2961,14,113.01,2019.09.19,Tamarac,beer,8.072142857
2961,3,27.74,2019.09.19,Tamarac,softdrinks,9.246666667
2961,4,17.4,2019.09.19,Tamarac,snack,4.35
2961,4,27.93,2019.09.19,Tamarac,dairy,6.9825
2961,8,17.85,2019.09.19,Tamarac,freezer,2.23125
2962,16,52.8,2019.09.29,SouthGlenn,meat,3.3
2962,6,36.48,2019.09.29,SouthGlenn,softdrinks,6.08
2962,15,111.37,2019.09.29,SouthGlenn,beer,7.424666667
2963,7,4.47,2019.05.20,CastleRock,softdrinks,0.638571429
2964,2,27.26,2019.11.30,CherryCreek,freezer,13.63
2964,2,28.16,2019.11.30,CherryCreek,bakery,14.08
2964,1,9.69,2019.11.30,CherryCreek,household,9.69
2965,5,10.78,2019.01.27,ColoradoBlvd,deli,2.156
2965,2,21.73,2019.01.27,ColoradoBlvd,meat,10.865
2965,3,6.3,2019.01.27,ColoradoBlvd,snack,2.1
2966,1,1.59,2019.02.04,Tamarac,household,1.59
2966,3,17.56,2019.02.04,Tamarac,snack,5.853333333
2967,8,56.27,2019.08.29,ColoradoBlvd,dairy,7.03375
2967,4,16.57,2019.08.29,ColoradoBlvd,snack,4.1425
2967,1,0.51,2019.08.29,ColoradoBlvd,softdrinks,0.51
2968,3,17.46,2019.09.01,ColoradoBlvd,snack,5.82
2968,14,180.58,2019.09.01,ColoradoBlvd,beer,12.89857143
2968,2,14.84,2019.09.01,ColoradoBlvd,household,7.42
2968,5,23.58,2019.09.01,ColoradoBlvd,produce,4.716
2969,5,21.8,2019.04.10,GovernorsRanch,bakery,4.36
2969,1,2.74,2019.04.10,GovernorsRanch,meat,2.74
2969,6,15.83,2019.04.10,GovernorsRanch,freezer,2.638333333
2969,7,38.1,2019.04.10,GovernorsRanch,snack,5.442857143
2970,8,89.27,2019.05.15,HighlandsRanch,freezer,11.15875
2970,12,79.44,2019.05.15,HighlandsRanch,deli,6.62
2970,10,3.82,2019.05.15,HighlandsRanch,produce,0.382
2970,4,55.16,2019.05.15,HighlandsRanch,meat,13.79
2970,16,26.92,2019.05.15,HighlandsRanch,bakery,1.6825
2971,2,3.78,2019.02.12,CherryCreek,bakery,1.89
2971,2,28.19,2019.02.12,CherryCreek,softdrinks,14.095
2971,1,12.65,2019.02.12,CherryCreek,freezer,12.65
2972,1,17.81,2019.09.11,UnionStation,deli,17.81
2973,3,19.53,2019.08.07,GovernorsRanch,snack,6.51
2973,5,41.18,2019.08.07,GovernorsRanch,deli,8.236
2973,1,0.79,2019.08.07,GovernorsRanch,household,0.79
2973,8,26.08,2019.08.07,GovernorsRanch,dairy,3.26
2973,2,2.68,2019.08.07,GovernorsRanch,produce,1.34
2974,1,10.75,2019.12.08,Tamarac,meat,10.75
2974,1,7.8,2019.12.08,Tamarac,household,7.8
2975,14,34.72,2019.10.22,HighlandsRanch,produce,2.48
2975,16,10.46,2019.10.22,HighlandsRanch,beer,0.65375
2975,6,34.07,2019.10.22,HighlandsRanch,freezer,5.678333333
2976,7,24.53,2019.12.06,CastleRock,deli,3.504285714
2976,7,14.5,2019.12.06,CastleRock,freezer,2.071428571
2977,12,116,2019.07.24,HighlandsRanch,freezer,9.666666667
2978,1,29.38,2019.02.13,UnionStation,freezer,29.38
2979,9,14.77,2019.11.20,CastleRock,produce,1.641111111
2979,7,67.63,2019.11.20,CastleRock,beer,9.661428571
2980,2,5.41,2019.12.05,WashingtonPark,snack,2.705
2980,2,24.34,2019.12.05,WashingtonPark,meat,12.17
2981,7,17.48,2019.10.15,SouthGlenn,bakery,2.497142857
2981,4,23.48,2019.10.15,SouthGlenn,freezer,5.87
2981,9,31.42,2019.10.15,SouthGlenn,dairy,3.491111111
2981,4,33.76,2019.10.15,SouthGlenn,meat,8.44
2982,1,5.52,2019.04.11,ColoradoBlvd,meat,5.52
2982,2,0.3,2019.04.11,ColoradoBlvd,dairy,0.15
2982,1,0.75,2019.04.11,ColoradoBlvd,household,0.75
2983,6,0.48,2019.06.01,SouthGlenn,produce,0.08
2984,4,33.86,2019.09.20,UnionStation,beer,8.465
2985,4,2.01,2019.05.30,SouthGlenn,softdrinks,0.5025
2986,22,147.41,2019.07.04,HighlandsRanch,meat,6.700454545
2986,4,27.26,2019.07.04,HighlandsRanch,snack,6.815
2987,4,20.35,2019.09.30,HighlandsRanch,dairy,5.0875
2987,26,47.08,2019.09.30,HighlandsRanch,beer,1.810769231
2987,8,18.9,2019.09.30,HighlandsRanch,deli,2.3625
2987,4,32.46,2019.09.30,HighlandsRanch,snack,8.115
2988,2,113,2019.09.25,UnionStation,meat,56.5
2988,1,7.75,2019.09.25,UnionStation,household,7.75
2989,3,19.88,2019.12.17,CherryCreek,freezer,6.626666667
2990,1,17.9,2019.12.09,UnionStation,bakery,17.9
2990,1,57.29,2019.12.09,UnionStation,meat,57.29
2991,3,30.99,2019.04.18,ColoradoBlvd,beer,10.33
2991,4,38.42,2019.04.18,ColoradoBlvd,deli,9.605
2991,4,0.98,2019.04.18,ColoradoBlvd,softdrinks,0.245
2992,1,11.95,2019.06.04,UnionStation,produce,11.95
2992,3,1.12,2019.06.04,UnionStation,beer,0.373333333
2993,3,39.95,2019.05.27,WashingtonPark,dairy,13.31666667
2993,5,66.91,2019.05.27,WashingtonPark,snack,13.382
2994,2,14.08,2019.09.13,GovernorsRanch,household,7.04
2994,6,45.29,2019.09.13,GovernorsRanch,softdrinks,7.548333333
2995,3,13.83,2019.12.31,GovernorsRanch,produce,4.61
2995,8,46.06,2019.12.31,GovernorsRanch,snack,5.7575
2996,7,24.74,2019.09.24,CastleRock,freezer,3.534285714
2996,9,61.67,2019.09.24,CastleRock,snack,6.852222222
2996,21,89.21,2019.09.24,CastleRock,beer,4.248095238
2997,1,6.93,2019.04.02,GovernorsRanch,household,6.93
2997,6,0.12,2019.04.02,GovernorsRanch,produce,0.02
2998,1,5.55,2019.06.05,UnionStation,meat,5.55
2998,1,19.31,2019.06.05,UnionStation,snack,19.31
2998,4,16.72,2019.06.05,UnionStation,beer,4.18
2999,12,6.23,2019.02.11,HighlandsRanch,deli,0.519166667
2999,8,27.4,2019.02.11,HighlandsRanch,bakery,3.425
3000,3,1.4,2019.02.18,CherryCreek,dairy,0.466666667
3001,2,13.96,2019.11.08,ColoradoBlvd,household,6.98
3001,2,5.19,2019.11.08,ColoradoBlvd,produce,2.595
3001,3,22.41,2019.11.08,ColoradoBlvd,freezer,7.47
3002,9,29.17,2019.06.17,SouthGlenn,dairy,3.241111111
3002,6,30.17,2019.06.17,SouthGlenn,deli,5.028333333
3002,1,0.08,2019.06.17,SouthGlenn,meat,0.08
3003,2,0.95,2019.06.05,HighlandsRanch,household,0.475
3003,8,76.24,2019.06.05,HighlandsRanch,snack,9.53
3003,10,4.63,2019.06.05,HighlandsRanch,produce,0.463
3004,4,46.64,2019.07.12,WashingtonPark,deli,11.66
3005,1,20.22,2019.06.30,UnionStation,dairy,20.22
3005,2,22.23,2019.06.30,UnionStation,snack,11.115
3006,1,7.05,2019.08.08,WashingtonPark,softdrinks,7.05
3006,1,1.29,2019.08.08,WashingtonPark,household,1.29
3006,10,35.26,2019.08.08,WashingtonPark,beer,3.526
3007,5,36.4,2019.05.02,GovernorsRanch,bakery,7.28
3007,2,39.6,2019.05.02,GovernorsRanch,meat,19.8
3007,1,5.21,2019.05.02,GovernorsRanch,household,5.21
3007,2,4.57,2019.05.02,GovernorsRanch,deli,2.285
3007,6,22.86,2019.05.02,GovernorsRanch,snack,3.81
3008,10,31.15,2019.04.20,SouthGlenn,deli,3.115
3008,4,14.8,2019.04.20,SouthGlenn,freezer,3.7
3008,1,3.1,2019.04.20,SouthGlenn,household,3.1
3008,7,10.65,2019.04.20,SouthGlenn,produce,1.521428571
3009,1,36.44,2019.12.12,UnionStation,meat,36.44
3009,1,24.98,2019.12.12,UnionStation,softdrinks,24.98
3009,1,6.26,2019.12.12,UnionStation,deli,6.26
3010,5,37.12,2019.05.03,GovernorsRanch,freezer,7.424
3011,5,16.74,2019.10.29,Tamarac,produce,3.348
3011,6,12.15,2019.10.29,Tamarac,softdrinks,2.025
3011,3,17.63,2019.10.29,Tamarac,dairy,5.876666667
3012,3,58.27,2019.05.31,CherryCreek,beer,19.42333333
3012,4,54.64,2019.05.31,CherryCreek,snack,13.66
3013,5,4.42,2019.10.13,WashingtonPark,produce,0.884
3013,3,21.05,2019.10.13,WashingtonPark,softdrinks,7.016666667
3014,4,37.71,2019.11.24,Tamarac,freezer,9.4275
3014,5,13.8,2019.11.24,Tamarac,produce,2.76
3015,4,30.79,2019.12.06,GovernorsRanch,deli,7.6975
3015,9,45.41,2019.12.06,GovernorsRanch,dairy,5.045555556
3015,3,14.53,2019.12.06,GovernorsRanch,snack,4.843333333
3016,2,41.16,2019.07.15,UnionStation,freezer,20.58
3017,19,149.08,2019.06.14,SouthGlenn,beer,7.846315789
3017,3,7.75,2019.06.14,SouthGlenn,meat,2.583333333
3017,1,2.46,2019.06.14,SouthGlenn,household,2.46
3018,2,32.03,2019.03.14,CherryCreek,softdrinks,16.015
3018,3,28.72,2019.03.14,CherryCreek,bakery,9.573333333
3019,6,29.26,2019.01.30,CastleRock,snack,4.876666667
3020,2,9.73,2019.12.20,Tamarac,meat,4.865
3021,6,5.35,2019.03.19,CastleRock,beer,0.891666667
3021,6,9.84,2019.03.19,CastleRock,produce,1.64
3021,1,1.06,2019.03.19,CastleRock,household,1.06
3021,3,11.13,2019.03.19,CastleRock,dairy,3.71
3021,9,49.34,2019.03.19,CastleRock,snack,5.482222222
3022,2,10.5,2019.04.18,UnionStation,softdrinks,5.25
3023,3,23.17,2019.01.07,WashingtonPark,freezer,7.723333333
3023,2,41.28,2019.01.07,WashingtonPark,beer,20.64
3024,2,9.09,2019.07.23,GovernorsRanch,household,4.545
3025,1,11.26,2019.01.02,CherryCreek,snack,11.26
3026,1,1.55,2019.09.25,Tamarac,household,1.55
3026,4,13.25,2019.09.25,Tamarac,softdrinks,3.3125
3026,8,7.06,2019.09.25,Tamarac,produce,0.8825
3026,14,190.66,2019.09.25,Tamarac,beer,13.61857143
3027,12,2.03,2019.09.12,SouthGlenn,softdrinks,0.169166667
3027,18,3.46,2019.09.12,SouthGlenn,beer,0.192222222
3027,7,19.53,2019.09.12,SouthGlenn,produce,2.79
3028,1,9.6,2019.05.25,WashingtonPark,household,9.6
3028,2,33.89,2019.05.25,WashingtonPark,meat,16.945
3029,3,17.13,2019.06.23,GovernorsRanch,household,5.71
3029,6,45.82,2019.06.23,GovernorsRanch,softdrinks,7.636666667
3030,1,1.82,2019.01.03,CherryCreek,household,1.82
3031,7,14.22,2019.06.04,SouthGlenn,snack,2.031428571
3032,3,3.02,2019.11.06,CherryCreek,deli,1.006666667
3032,2,16.37,2019.11.06,CherryCreek,freezer,8.185
3033,1,17.67,2019.03.06,UnionStation,snack,17.67
3033,1,32.72,2019.03.06,UnionStation,beer,32.72
3033,1,11.36,2019.03.06,UnionStation,freezer,11.36
3033,1,14.15,2019.03.06,UnionStation,produce,14.15
3033,1,13.06,2019.03.06,UnionStation,household,13.06
3034,4,20.25,2019.10.04,ColoradoBlvd,deli,5.0625
3035,6,4.82,2019.11.12,SouthGlenn,freezer,0.803333333
3035,1,1.17,2019.11.12,SouthGlenn,deli,1.17
3035,3,9.34,2019.11.12,SouthGlenn,household,3.113333333
3035,9,5.63,2019.11.12,SouthGlenn,beer,0.625555556
3036,1,1.01,2019.12.29,WashingtonPark,household,1.01
3036,5,6.16,2019.12.29,WashingtonPark,bakery,1.232
3037,4,60.25,2019.03.24,CherryCreek,softdrinks,15.0625
3037,1,5.66,2019.03.24,CherryCreek,beer,5.66
3038,5,18.9,2019.10.02,GovernorsRanch,beer,3.78
3038,3,2.4,2019.10.02,GovernorsRanch,bakery,0.8
3038,2,16.71,2019.10.02,GovernorsRanch,meat,8.355
3038,1,4.56,2019.10.02,GovernorsRanch,household,4.56
3039,7,6.67,2019.10.08,ColoradoBlvd,bakery,0.952857143
3039,6,28.55,2019.10.08,ColoradoBlvd,dairy,4.758333333
3039,4,3.09,2019.10.08,ColoradoBlvd,deli,0.7725
3040,2,29.35,2019.02.23,GovernorsRanch,meat,14.675
3040,3,22.1,2019.02.23,GovernorsRanch,dairy,7.366666667
3040,4,21.1,2019.02.23,GovernorsRanch,bakery,5.275
3041,2,24.64,2019.08.29,CherryCreek,freezer,12.32
3041,1,1.96,2019.08.29,CherryCreek,dairy,1.96
3042,4,23.28,2019.06.11,SouthGlenn,softdrinks,5.82
3042,10,30.17,2019.06.11,SouthGlenn,produce,3.017
3042,21,40.21,2019.06.11,SouthGlenn,beer,1.914761905
3043,2,9.72,2019.03.06,ColoradoBlvd,beer,4.86
3043,6,21.21,2019.03.06,ColoradoBlvd,freezer,3.535
3044,3,53.75,2019.01.29,CherryCreek,bakery,17.91666667
3044,2,11.85,2019.01.29,CherryCreek,softdrinks,5.925
3045,1,0.05,2019.03.19,CherryCreek,snack,0.05
3046,8,24.88,2019.11.13,HighlandsRanch,meat,3.11
3047,1,0.35,2019.04.25,CherryCreek,household,0.35
3047,2,4.38,2019.04.25,CherryCreek,deli,2.19
3048,8,45.61,2019.12.15,HighlandsRanch,deli,5.70125
3048,10,7.42,2019.12.15,HighlandsRanch,produce,0.742
3049,4,6,2019.05.28,Tamarac,meat,1.5
3049,3,26.2,2019.05.28,Tamarac,softdrinks,8.733333333
3049,2,1.26,2019.05.28,Tamarac,freezer,0.63
3049,3,17.42,2019.05.28,Tamarac,deli,5.806666667
3050,4,29.5,2019.07.06,WashingtonPark,freezer,7.375
3050,1,13.15,2019.07.06,WashingtonPark,snack,13.15
3051,1,2.14,2019.08.30,Tamarac,household,2.14
3051,12,46.64,2019.08.30,Tamarac,meat,3.886666667
3051,5,7.53,2019.08.30,Tamarac,dairy,1.506
3052,3,1.35,2019.02.06,GovernorsRanch,produce,0.45
3052,3,1.5,2019.02.06,GovernorsRanch,freezer,0.5
3052,3,36.79,2019.02.06,GovernorsRanch,beer,12.26333333
3052,5,11.69,2019.02.06,GovernorsRanch,softdrinks,2.338
3053,4,14.82,2019.09.27,GovernorsRanch,freezer,3.705
3053,4,31.35,2019.09.27,GovernorsRanch,deli,7.8375
3053,14,150.21,2019.09.27,GovernorsRanch,beer,10.72928571
3053,4,3.63,2019.09.27,GovernorsRanch,bakery,0.9075
3054,2,12.61,2019.10.02,WashingtonPark,softdrinks,6.305
3054,3,13.57,2019.10.02,WashingtonPark,deli,4.523333333
3055,7,4.95,2019.08.24,CastleRock,freezer,0.707142857
3055,10,99.52,2019.08.24,CastleRock,meat,9.952
3055,19,165.93,2019.08.24,CastleRock,beer,8.733157895
3055,7,9.01,2019.08.24,CastleRock,snack,1.287142857
3056,2,5.62,2019.11.29,UnionStation,produce,2.81
3056,1,2.09,2019.11.29,UnionStation,dairy,2.09
3057,16,130.34,2019.09.14,HighlandsRanch,bakery,8.14625
3058,1,6.55,2019.05.13,UnionStation,produce,6.55
3058,2,22.31,2019.05.13,UnionStation,beer,11.155
3058,1,21.96,2019.05.13,UnionStation,household,21.96
3059,1,6.73,2019.11.26,WashingtonPark,household,6.73
3059,4,9.91,2019.11.26,WashingtonPark,snack,2.4775
3060,3,14.82,2019.10.31,Tamarac,dairy,4.94
3061,6,61.86,2019.06.11,HighlandsRanch,bakery,10.31
3061,14,41.49,2019.06.11,HighlandsRanch,softdrinks,2.963571429
3061,12,132.67,2019.06.11,HighlandsRanch,freezer,11.05583333
3062,6,137.82,2019.12.21,HighlandsRanch,meat,22.97
3062,2,3.56,2019.12.21,HighlandsRanch,household,1.78
3062,8,94.45,2019.12.21,HighlandsRanch,dairy,11.80625
3062,8,38.4,2019.12.21,HighlandsRanch,produce,4.8
3063,2,7.32,2019.05.07,ColoradoBlvd,produce,3.66
3064,10,42.26,2019.04.20,HighlandsRanch,produce,4.226
3064,10,92.12,2019.04.20,HighlandsRanch,snack,9.212
3064,8,66.25,2019.04.20,HighlandsRanch,bakery,8.28125
3065,1,10.71,2019.12.16,Tamarac,meat,10.71
3065,5,38.49,2019.12.16,Tamarac,snack,7.698
3066,3,1.19,2019.04.15,Tamarac,produce,0.396666667
3066,5,26.08,2019.04.15,Tamarac,deli,5.216
3066,5,4.91,2019.04.15,Tamarac,bakery,0.982
3066,2,5,2019.04.15,Tamarac,meat,2.5
3066,5,33.74,2019.04.15,Tamarac,softdrinks,6.748
3066,2,9.54,2019.04.15,Tamarac,household,4.77
3067,1,7.61,2019.04.09,WashingtonPark,household,7.61
3068,1,13.21,2019.12.11,UnionStation,softdrinks,13.21
3068,1,2.91,2019.12.11,UnionStation,produce,2.91
3069,7,17.8,2019.04.02,Tamarac,softdrinks,2.542857143
3069,3,3.88,2019.04.02,Tamarac,dairy,1.293333333
3069,2,27.84,2019.04.02,Tamarac,meat,13.92
3070,7,17.65,2019.11.13,GovernorsRanch,beer,2.521428571
3070,8,69.5,2019.11.13,GovernorsRanch,deli,8.6875
3070,5,1.72,2019.11.13,GovernorsRanch,produce,0.344
3070,5,34.37,2019.11.13,GovernorsRanch,dairy,6.874
3070,4,15.38,2019.11.13,GovernorsRanch,bakery,3.845
3071,5,33.89,2019.11.12,Tamarac,bakery,6.778
3071,3,15.14,2019.11.12,Tamarac,dairy,5.046666667
3071,1,4.42,2019.11.12,Tamarac,household,4.42
3071,2,12.3,2019.11.12,Tamarac,meat,6.15
3071,4,1.32,2019.11.12,Tamarac,beer,0.33
3072,7,20.61,2019.08.26,GovernorsRanch,produce,2.944285714
3073,2,23.02,2019.02.27,WashingtonPark,softdrinks,11.51
3073,4,20.14,2019.02.27,WashingtonPark,snack,5.035
3073,1,18.74,2019.02.27,WashingtonPark,meat,18.74
3073,4,11.94,2019.02.27,WashingtonPark,deli,2.985
3073,1,7.53,2019.02.27,WashingtonPark,household,7.53
3073,2,8.79,2019.02.27,WashingtonPark,produce,4.395
3074,5,6.35,2019.03.21,ColoradoBlvd,dairy,1.27
3074,3,21.43,2019.03.21,ColoradoBlvd,deli,7.143333333
3074,5,22.17,2019.03.21,ColoradoBlvd,beer,4.434
3075,1,17.98,2019.02.14,UnionStation,freezer,17.98
3075,1,26.53,2019.02.14,UnionStation,bakery,26.53
3075,1,10.91,2019.02.14,UnionStation,deli,10.91
3075,1,0.35,2019.02.14,UnionStation,household,0.35
3075,1,15.16,2019.02.14,UnionStation,snack,15.16
3075,1,6.11,2019.02.14,UnionStation,dairy,6.11
3076,6,2.84,2019.06.10,HighlandsRanch,produce,0.473333333
3076,26,48.39,2019.06.10,HighlandsRanch,beer,1.861153846
3076,2,8.99,2019.06.10,HighlandsRanch,household,4.495
3076,6,68.43,2019.06.10,HighlandsRanch,snack,11.405
3077,2,1.4,2019.12.27,WashingtonPark,bakery,0.7
3077,4,35.45,2019.12.27,WashingtonPark,dairy,8.8625
3077,3,22.14,2019.12.27,WashingtonPark,snack,7.38
3078,2,1.71,2019.12.27,ColoradoBlvd,produce,0.855
3078,2,18.46,2019.12.27,ColoradoBlvd,meat,9.23
3078,8,78.96,2019.12.27,ColoradoBlvd,beer,9.87
3078,1,6.71,2019.12.27,ColoradoBlvd,household,6.71
3078,4,12.57,2019.12.27,ColoradoBlvd,softdrinks,3.1425
3079,2,8.42,2019.12.12,HighlandsRanch,household,4.21
3079,6,64.32,2019.12.12,HighlandsRanch,softdrinks,10.72
3080,2,33.68,2019.03.01,UnionStation,deli,16.84
3080,1,16.03,2019.03.01,UnionStation,beer,16.03
3080,1,11.04,2019.03.01,UnionStation,bakery,11.04
3080,1,19.92,2019.03.01,UnionStation,snack,19.92
3080,1,1.7,2019.03.01,UnionStation,softdrinks,1.7
3081,4,8.36,2019.06.08,CastleRock,softdrinks,2.09
3082,4,41.43,2019.03.24,Tamarac,beer,10.3575
3082,6,40.54,2019.03.24,Tamarac,snack,6.756666667
3083,7,78.88,2019.09.03,WashingtonPark,meat,11.26857143
3083,4,35.28,2019.09.03,WashingtonPark,dairy,8.82
3083,2,1.9,2019.09.03,WashingtonPark,produce,0.95
3083,3,20.41,2019.09.03,WashingtonPark,freezer,6.803333333
3083,7,17.6,2019.09.03,WashingtonPark,bakery,2.514285714
3084,1,8.32,2019.08.22,CherryCreek,freezer,8.32
3084,2,10.61,2019.08.22,CherryCreek,dairy,5.305
3084,1,0.72,2019.08.22,CherryCreek,produce,0.72
3084,2,21.83,2019.08.22,CherryCreek,deli,10.915
3085,3,17.63,2019.05.16,CherryCreek,bakery,5.876666667
