chapter,i the,family,of
dashwood,had,long,been,settled,insussex
their,estate,was,large,and,their,residence,was,at,norland,park,in
cease,this,opposition,was,to,yield,when,mrs,ferrars,would,be,reformed
and,her,son,be,at,liberty,to,behappy
but,from,such,vain,wishes,she,was,forced,to,turn,for,comfort
to,the,renewal,of,her,confidence,in,edward,s,affection,to,the
remembrance,of,every,mark,of,regard,in,look,or,word,which,fell
from,him,while,at,barton,and,above,all,to,that,flattering,proof
of,it,which,he,constantly,wore,round,hisfinger
i,think,edward,said,mrs,dashwood,as,they,were,at,breakfast,the
last,morning,you,would,be,a,happier,man,if,you,had,any
profession,to,engage,your,time,and,give,an,interest,to,your,plans
andactions
some,inconvenience,to,your,friends,indeed,might,result,from,it,you,would
not,be,able,to,give,them,so,much,of,yourtime
but,with,a,smile,you,would,be,materially,benefited,in,one,particular
at,least,you,would,know,where,to,go,when,you,leftthem
i,do,assure,you,he,replied,that,i,have,long,thought,on
this,point,as,you,thinknow
it,has,been,and,is,and,probably,will,always,be,a,heavy
misfortune,to,me,that,i,have,had,no,necessary,business,to,engage
me,no,profession,to,give,me,employment,or,afford,me,any,thing
likeindependence
but,unfortunately,my,own,nicety,and,the,nicety,of,my,friends,have
made,me,what,i,am,an,idle,helplessbeing
we,never,could,agree,in,our,choice,of,aprofession
i,always,preferred,the,church,as,i,stilldo
but,that,was,not,smart,enough,for,myfamily
they,recommended,thearmy
that,was,a,great,deal,too,smart,forme
the,law,was,allowed,to,be,genteel,enough,many,young,men,who
had,chambers,in,the,temple,made,a,very,good,appearance,in,the
first,circles,and,drove,about,town,in,very,knowinggigs
but,i,had,no,inclination,for,the,law,even,in,this,less
abstruse,study,of,it,which,my,familyapproved
as,for,the,navy,it,had,fashion,on,its,side,but,i
was,too,old,when,the,subject,was,first,started,to,enter,it
and,at,length,as,there,was,no,necessity,for,my,having,any
profession,at,all,as,i,might,be,as,dashing,and,expensive,without
a,red,coat,on,my,back,as,with,one,idleness,was,pronounced
on,the,whole,to,be,most,advantageous,and,honourable,and,a,young
man,of,eighteen,is,not,in,general,so,earnestly,bent,on,being
busy,as,to,resist,the,solicitations,of,his,friends,to,donothing
i,was,therefore,entered,at,oxford,and,have,been,properly,idle,ever
since
the,consequence,of,which,i,suppose,will,be,said,mrs,dashwood,since
leisure,has,not,promoted,your,own,happiness,that,your,sons,will,be
brought,up,to,as,many,pursuits,employments,professions,and,trades,as,columella
s
they,will,be,brought,up,said,he,in,a,serious,accent,to
be,as,unlike,myself,as,ispossible
in,feeling,in,action,in,condition,in,everything
come,come,this,is,all,an,effusion,of,immediate,want,of,spirits
edward
you,are,in,a,melancholy,humour,and,fancy,that,any,one,unlike
yourself,must,behappy
but,remember,that,the,pain,of,parting,from,friends,will,be,felt
by,every,body,at,times,whatever,be,their,education,orstate
know,your,ownhappiness
you,want,nothing,but,patience,or,give,it,a,more,fascinating,name
call,ithope
your,mother,will,secure,to,you,in,time,that,independence,you,are
so,anxious,for,it,is,her,duty,and,it,will,it,must
ere,long,become,her,happiness,to,prevent,your,whole,youth,from,being
wasted,indiscontent
how,much,may,not,a,few,monthsdo
i,think,replied,edward,that,i,may,defy,many,months,to,produce
any,good,tome
this,desponding,turn,of,mind,though,it,could,not,be,communicated,to
mrs,dashwood,gave,additional,pain,to,them,all,in,the,parting,which
shortly,took,place,and,left,an,uncomfortable,impression,on,elinor,s,feelings
especially,which,required,some,trouble,and,time,tosubdue
but,as,it,was,her,determination,to,subdue,it,and,to,prevent
herself,from,appearing,to,suffer,more,than,what,all,her,family,suffered
on,his,going,away,she,did,not,adopt,the,method,so,judiciously
employed,by,marianne,on,a,similar,occasion,to,augment,and,fix,her
sorrow,by,seeking,silence,solitude,andidleness
their,means,were,as,different,as,their,objects,and,equally,suited,to
the,advancement,ofeach
elinor,sat,down,to,her,drawing,table,as,soon,as,he,was
out,of,the,house,busily,employed,herself,the,whole,day,neither,sought
nor,avoided,the,mention,of,his,name,appeared,to,interest,herself,almost
as,much,as,ever,in,the,general,concerns,of,the,family,and
if,by,this,conduct,she,did,not,lessen,her,own,grief,it
was,at,least,prevented,from,unnecessary,increase,and,her,mother,and,sisters
were,spared,much,solicitude,on,heraccount
such,behaviour,as,this,so,exactly,the,reverse,of,her,own,appeared
no,more,meritorious,to,marianne,than,her,own,had,seemed,faulty,to
her
the,business,of,self,command,she,settled,very,easily,with,strong,affections
it,was,impossible,with,calm,ones,it,could,have,nomerit
that,her,sister,s,affections,_were_,calm,she,dared,not,deny,though
she,blushed,to,acknowledge,it,and,of,the,strength,of,her,own
she,gave,a,very,striking,proof,by,still,loving,and,respecting,that
sister,in,spite,of,this,mortifyingconviction
without,shutting,herself,up,from,her,family,or,leaving,the,house,in
determined,solitude,to,avoid,them,or,lying,awake,the,whole,night,to
indulge,meditation,elinor,found,every,day,afforded,her,leisure,enough,to,think
of,edward,and,of,edward,s,behaviour,in,every,possible,variety,which
the,different,state,of,her,spirits,at,different,times,could,produce,with
tenderness,pity,approbation,censure,anddoubt
there,were,moments,in,abundance,when,if,not,by,the,absence,of
her,mother,and,sisters,at,least,by,the,nature,of,their,employments
conversation,was,forbidden,among,them,and,every,effect,of,solitude,wasproduced
her,mind,was,inevitably,at,liberty,her,thoughts,could,not,be,chained
elsewhere,and,the,past,and,the,future,on,a,subject,so,interesting
must,be,before,her,must,force,her,attention,and,engross,her,memory
her,reflection,and,herfancy
from,a,reverie,of,this,kind,as,she,sat,at,her,drawing
table,she,was,roused,one,morning,soon,after,edward,s,leaving,them
by,the,arrival,ofcompany
she,happened,to,be,quitealone
the,closing,of,the,little,gate,at,the,entrance,of,the,green
court,in,front,of,the,house,drew,her,eyes,to,the,window
and,she,saw,a,large,party,walking,up,to,thedoor
amongst,them,were,sir,john,and,lady,middleton,and,mrs,jennings,but
there,were,two,others,a,gentleman,and,lady,who,were,quite,unknown
toher
she,was,sitting,near,the,window,and,as,soon,as,sir,john
perceived,her,he,left,the,rest,of,the,party,to,the,ceremony
of,knocking,at,the,door,and,stepping,across,the,turf,obliged,her
to,open,the,casement,to,speak,to,him,though,the,space,was
so,short,between,the,door,and,the,window,as,to,make,it
hardly,possible,to,speak,at,one,without,being,heard,at,theother
well,said,he,we,have,brought,you,somestrangers
how,do,you,likethem
hush
they,will,hearyou
never,mind,if,theydo
it,is,only,thepalmers
charlotte,is,very,pretty,i,can,tellyou
you,may,see,her,if,you,look,thisway
as,elinor,was,certain,of,seeing,her,in,a,couple,of,minutes
without,taking,that,liberty,she,begged,to,beexcused
where,ismarianne
has,she,run,away,because,we,arecome
i,see,her,instrument,isopen
she,is,walking,ibelieve
they,were,now,joined,by,mrs,jennings,who,had,not,patience,enough
to,wait,till,the,door,was,opened,before,she,told,_her_story
she,came,hallooing,to,the,window,how,do,you,do,mydear
how,does,mrs,dashwooddo
and,where,are,yoursisters
what
allalone
you,will,be,glad,of,a,little,company,to,sit,withyou
i,have,brought,my,other,son,and,daughter,to,seeyou
only,think,of,their,coming,sosuddenly
i,thought,i,heard,a,carriage,last,night,while,we,were,drinking
our,tea,but,it,never,entered,my,head,that,it,could,be
them
i,thought,of,nothing,but,whether,it,might,not,be,colonel,brandon
come,back,again,so,i,said,to,sir,john,i,do,think
i,hear,a,carriage,perhaps,it,is,colonel,brandon,come,back,again
elinor,was,obliged,to,turn,from,her,in,the,middle,of,her
story,to,receive,the,rest,of,the,party,lady,middleton,introduced,the
two,strangers,mrs,dashwood,and,margaret,came,down,stairs,at,the,same
time,and,they,all,sat,down,to,look,at,one,another,while
mrs,jennings,continued,her,story,as,she,walked,through,the,passage,into
the,parlour,attended,by,sirjohn
mrs,palmer,was,several,years,younger,than,lady,middleton,and,totally,unlike
her,in,everyrespect
she,was,short,and,plump,had,a,very,pretty,face,and,the
finest,expression,of,good,humour,in,it,that,could,possiblybe
her,manners,were,by,no,means,so,elegant,as,her,sister,s
but,they,were,much,moreprepossessing
she,came,in,with,a,smile,smiled,all,the,time,of,her
visit,except,when,she,laughed,and,smiled,when,she,wentaway
her,husband,was,a,grave,looking,young,man,of,five,or,six
and,twenty,with,an,air,of,more,fashion,and,sense,than,his
wife,but,of,less,willingness,to,please,or,bepleased
he,entered,the,room,with,a,look,of,self,consequence,slightly,bowed
to,the,ladies,without,speaking,a,word,and,after,briefly,surveying,them
and,their,apartments,took,up,a,newspaper,from,the,table,and,continued
to,read,it,as,long,as,hestayed
mrs,palmer,on,the,contrary,who,was,strongly,endowed,by,nature,with
a,turn,for,being,uniformly,civil,and,happy,was,hardly,seated,before
her,admiration,of,the,parlour,and,every,thing,in,it,burstforth
well
what,a,delightful,room,thisis
i,never,saw,anything,socharming
only,think,mamma,how,it,is,improved,since,i,was,herelast
i,always,thought,it,such,a,sweet,place,maam
turning,to,mrs,dashwood,but,you,have,made,it,socharming
only,look,sister,how,delightful,every,thingis
how,i,should,like,such,a,house,formyself
should,not,youmr
palmer
mr,palmer,made,her,no,answer,and,did,not,even,raise,his
eyes,from,thenewspaper
mr,palmer,does,not,hear,me,said,she,laughing,he,never,does
sometimes
it,is,soridiculous
this,was,quite,a,new,idea,to,mrs,dashwood,she,had,never
been,used,to,find,wit,in,the,inattention,of,any,one,and
could,not,help,looking,with,surprise,at,themboth
mrs,jennings,in,the,meantime,talked,on,as,loud,as,she,could
and,continued,her,account,of,their,surprise,the,evening,before,on,seeing
their,friends,without,ceasing,till,every,thing,wastold
mrs,palmer,laughed,heartily,at,the,recollection,of,their,astonishment,and,every
body,agreed,two,or,three,times,over,that,it,had,been,quite
an,agreeablesurprise
you,may,believe,how,glad,we,all,were,to,see,them,added
mrs,jennings,leaning,forward,towards,elinor,and,speaking,in,a,low,voice
as,if,she,meant,to,be,heard,by,no,one,else,though
they,were,seated,on,different,sides,of,the,room,but,however,i
can,t,help,wishing,they,had,not,travelled,quite,so,fast,nor
made,such,a,long,journey,of,it,for,they,came,all,round
by,london,upon,account,of,some,business,for,you,know,nodding,significantly
and,pointing,to,her,daughter,it,was,wrong,in,hersituation
i,wanted,her,to,stay,at,home,and,rest,this,morning,but
she,would,come,with,us,she,longed,so,much,to,see,you
all
mrs,palmer,laughed,and,said,it,would,not,do,her,anyharm
she,expects,to,be,confined,in,february,continued,mrsjennings
lady,middleton,could,no,longer,endure,such,a,conversation,and,therefore,exerted
herself,to,ask,mr,palmer,if,there,was,any,news,in,the
paper
no,none,at,all,he,replied,and,readon
here,comes,marianne,cried,sirjohn
now,palmer,you,shall,see,a,monstrous,prettygirl
he,immediately,went,into,the,passage,opened,the,front,door,and,ushered
her,inhimself
mrs,jennings,asked,her,as,soon,as,she,appeared,if,she,had
not,been,to,allenham,and,mrs,palmer,laughed,so,heartily,at,the
question,as,to,show,she,understoodit
mr,palmer,looked,up,on,her,entering,the,room,stared,at,her
some,minutes,and,then,returned,to,hisnewspaper
mrs,palmer,s,eye,was,now,caught,by,the,drawings,which,hung
round,theroom
she,got,up,to,examinethem
illustration,_i,declare,they,are,quitecharming_
oh
dear,how,beautiful,theseare
well
howdelightful
do,but,look,mama,howsweet
i,declare,they,are,quite,charming,i,could,look,at,them,for
ever
and,then,sitting,down,again,she,very,soon,forgot,that,there,were
any,such,things,in,theroom
when,lady,middleton,rose,to,go,away,mr,palmer,rose,also,laid
down,the,newspaper,stretched,himself,and,looked,at,them,allaround
my,love,have,you,beenasleep
said,his,wifelaughing
he,made,her,no,answer,and,only,observed,after,again,examining,the
room,that,it,was,very,low,pitched,and,that,the,ceiling,was
crooked
he,then,made,his,bow,and,departed,with,therest
sir,john,had,been,very,urgent,with,them,all,to,spend,the
next,day,at,thepark
mrs,dashwood,who,did,not,choose,to,dine,with,them,oftener,than
they,dined,at,the,cottage,absolutely,refused,on,her,own,account,her
daughters,might,do,as,theypleased
but,they,had,no,curiosity,to,see,how,mr,and,mrs,palmer
ate,their,dinner,and,no,expectation,of,pleasure,from,them,in,any
otherway
they,attempted,therefore,likewise,to,excuse,themselves,the,weather,was,uncertain,and
not,likely,to,begood
but,sir,john,would,not,be,satisfied,the,carriage,should,be,sent
for,them,and,they,mustcome
lady,middleton,too,though,she,did,not,press,their,mother,pressedthem
mrs,jennings,and,mrs,palmer,joined,their,entreaties,all,seemed,equally,anxious
to,avoid,a,family,party,and,the,young,ladies,were,obliged,to
yield
why,should,they,askus
said,marianne,as,soon,as,they,weregone
the,rent,of,this,cottage,is,said,to,be,low,but,we
have,it,on,very,hard,terms,if,we,are,to,dine,at
the,park,whenever,any,one,is,staying,either,with,them,or,with
us
they,mean,no,less,to,be,civil,and,kind,to,us,now
said,elinor,by,these,frequent,invitations,than,by,those,which,we,received
from,them,a,few,weeksago
the,alteration,is,not,in,them,if,their,parties,are,grown,tedious
anddull
we,must,look,for,the,changeelsewhere
chapter,xx,as,the,miss,dashwoods,entered,the,drawing,room,of,the
park,the,next,day,at,one,door,mrs,palmer,came,running,in
at,the,other,looking,as,good,humoured,and,merry,asbefore
she,took,them,all,most,affectionately,by,the,hand,and,expressed,great
delight,in,seeing,themagain
i,am,so,glad,to,seeyou
said,she,seating,herself,between,elinor,and,marianne,for,it,is,so
bad,a,day,i,was,afraid,you,might,not,come,which,would
be,a,shocking,thing,as,we,go,away,againtomorrow
we,must,go,for,the,westons,come,to,us,next,week,you
know
it,was,quite,a,sudden,thing,our,coming,at,all,and,i
knew,nothing,of,it,till,the,carriage,was,coming,to,the,door
and,then,mr,palmer,asked,me,if,i,would,go,with,him
tobarton
he,is,sodroll
he,never,tells,me,anything
i,am,so,sorry,we,cannot,stay,longer,however,we,shall,meet
again,in,town,very,soon,ihope
they,were,obliged,to,put,an,end,to,such,anexpectation
not,go,totown
cried,mrs,palmer,with,a,laugh,i,shall,be,quite,disappointed,if
you,donot
i,could,get,the,nicest,house,in,world,for,you,next,door
to,ours,in,hanoversquare
you,must,comeindeed
i,am,sure,i,shall,be,very,happy,to,chaperon,you,at
any,time,till,i,am,confined,if,mrs,dashwood,should,not,like
to,go,intopublic
they,thanked,her,but,were,obliged,to,resist,all,herentreaties
oh,my,love,cried,mrs,palmer,to,her,husband,who,just,then
entered,the,room,you,must,help,me,to,persuade,the,miss,dashwoods
to,go,to,town,thiswinter
her,love,made,no,answer,and,after,slightly,bowing,to,the,ladies
began,complaining,of,theweather
how,horrid,all,thisis
saidhe
such,weather,makes,every,thing,and,every,bodydisgusting
dullness,is,as,much,produced,within,doors,as,without,byrain
it,makes,one,detest,all,one,sacquaintance
what,the,devil,does,sir,john,mean,by,not,having,a,billiard
room,in,hishouse
how,few,people,know,what,comfortis
sir,john,is,as,stupid,as,theweather
the,rest,of,the,company,soon,droptin
i,am,afraid,miss,marianne,said,sir,john,you,have,not,been
able,to,take,your,usual,walk,to,allenhamtoday
marianne,looked,very,grave,and,saidnothing
oh,don,t,be,so,sly,before,us,said,mrs,palmer,for
we,know,all,about,it,i,assure,you,and,i,admire,your
taste,very,much,for,i,think,he,is,extremelyhandsome
we,do,not,live,a,great,way,from,him,in,the,country
youknow
not,above,ten,miles,i,daresay
much,nearer,thirty,said,herhusband
ahwell
there,is,not,muchdifference
i,never,was,at,his,house,but,they,say,it,is,a
sweet,prettyplace
as,vile,a,spot,as,i,ever,saw,in,my,life,said
mrpalmer
marianne,remained,perfectly,silent,though,her,countenance,betrayed,her,interest,in,what
wassaid
is,it,veryugly
continued,mrs,palmer,then,it,must,be,some,other,place,that,is
so,pretty,isuppose
when,they,were,seated,in,the,dining,room,sir,john,observed,with
regret,that,they,were,only,eight,alltogether
my,dear,said,he,to,his,lady,it,is,very,provoking,that
we,should,be,sofew
why,did,not,you,ask,the,gilberts,to,come,to,ustoday
did,not,i,tell,you,sir,john,when,you,spoke,to,me
about,it,before,that,it,could,not,bedone
they,dined,with,uslast
you,and,i,sir,john,said,mrs,jennings,should,not,stand,upon
suchceremony
then,you,would,be,very,ill,bred,cried,mrpalmer
my,love,you,contradict,every,body,said,his,wife,with,her,usual
laugh
do,you,know,that,you,are,quiterude
i,did,not,know,i,contradicted,any,body,in,calling,your,mother
illbred
ay,you,may,abuse,me,as,you,please,said,the,good,natured
old,lady,you,have,taken,charlotte,off,my,hands,and,cannot,give
her,backagain
so,there,i,have,the,whip,hand,ofyou
charlotte,laughed,heartily,to,think,that,her,husband,could,not,get,rid
of,her,and,exultingly,said,she,did,not,care,how,cross,he
was,to,her,as,they,must,livetogether
it,was,impossible,for,any,one,to,be,more,thoroughly,good,natured
or,more,determined,to,be,happy,than,mrspalmer
the,studied,indifference,insolence,and,discontent,of,her,husband,gave,her,no
pain,and,when,he,scolded,or,abused,her,she,was,highlydiverted
mr,palmer,is,sodroll
said,she,in,a,whisper,toelinor
he,is,always,out,ofhumour
elinor,was,not,inclined,after,a,little,observation,to,give,him,credit
for,being,so,genuinely,and,unaffectedly,ill,natured,or,ill,bred,as
he,wished,toappear
his,temper,might,perhaps,be,a,little,soured,by,finding,like,many
others,of,his,sex,that,through,some,unaccountable,bias,in,favour,of
beauty,he,was,the,husband,of,a,very,silly,woman,but,she
knew,that,this,kind,of,blunder,was,too,common,for,any,sensible
man,to,be,lastingly,hurt,byit
it,was,rather,a,wish,of,distinction,she,believed,which,produced,his
contemptuous,treatment,of,every,body,and,his,general,abuse,of,every,thing
beforehim
it,was,the,desire,of,appearing,superior,to,otherpeople
the,motive,was,too,common,to,be,wondered,at,but,the,means
however,they,might,succeed,by,establishing,his,superiority,in,ill,breeding,were
not,likely,to,attach,any,one,to,him,except,hiswife
oh,my,dear,miss,dashwood,said,mrs,palmer,soon,afterwards,i,have
got,such,a,favour,to,ask,of,you,and,yoursister
will,you,come,and,spend,some,time,at,cleveland,thischristmas
now,pray,do,and,come,while,the,westons,are,withus
you,cannot,think,how,happy,i,shallbe
it,will,be,quite,delightful,my,love,applying,to,her,husband,don
t,you,long,to,have,the,miss,dashwoods,come,tocleveland
certainly,he,replied,with,a,sneer,i,came,into,devonshire,with,no
otherview
there,now,said,his,lady,you,see,mr,palmer,expects,you,so
you,cannot,refuse,tocome
they,both,eagerly,and,resolutely,declined,herinvitation
but,indeed,you,must,and,shallcome
i,am,sure,you,will,like,it,of,allthings
the,westons,will,be,with,us,and,it,will,be,quitedelightful
you,cannot,think,what,a,sweet,place,cleveland,is,and,we,are
so,gay,now,for,mr,palmer,is,always,going,about,the,country
canvassing,against,the,election,and,so,many,people,came,to,dine,with
us,that,i,never,saw,before,it,is,quitecharming
but,poorfellow
it,is,very,fatiguing,tohim
for,he,is,forced,to,make,every,body,likehim
elinor,could,hardly,keep,her,countenance,as,she,assented,to,the,hardship
of,such,anobligation
how,charming,it,will,be,said,charlotte,when,he,is,in,parliament
won,tit
how,i,shalllaugh
it,will,be,so,ridiculous,to,see,all,his,letters,directed,to
him,with,an,mp
but,do,you,know,he,says,he,will,never,frank,forme
he,declares,he,wont
don,t,youmr
palmer
mr,palmer,took,no,notice,ofher
he,cannot,bear,writing,you,know,she,continued,he,says,it,is
quiteshocking
no,said,he,i,never,said,any,thing,soirrational
don,t,palm,all,your,abuses,of,languages,uponme
there,now,you,see,how,droll,heis
this,is,always,the,way,withhim
sometimes,he,won,t,speak,to,me,for,half,a,day,together
and,then,he,comes,out,with,something,so,droll,all,about,any
thing,in,theworld
she,surprised,elinor,very,much,as,they,returned,into,the,drawing,room
by,asking,her,whether,she,did,not,like,mr,palmerexcessively
certainly,said,elinor,he,seems,veryagreeable
well,i,am,so,glad,youdo
i,thought,you,would,he,is,so,pleasant,and,mr,palmer,is
excessively,pleased,with,you,and,your,sisters,i,can,tell,you,and
you,can,t,think,how,disappointed,he,will,be,if,you,don
t,come,tocleveland
i,can,t,imagine,why,you,should,object,toit
elinor,was,again,obliged,to,decline,her,invitation,and,by,changing,the
subject,put,a,stop,to,herentreaties
she,thought,it,probable,that,as,they,lived,in,the,same,county
mrs,palmer,might,be,able,to,give,some,more,particular,account,of
willoughby,s,general,character,than,could,be,gathered,from,the,middletons,partial
acquaintance,with,him,and,she,was,eager,to,gain,from,any,one
such,a,confirmation,of,his,merits,as,might,remove,the,possibility,of
fear,frommarianne
she,began,by,inquiring,if,they,saw,much,of,mr,willoughby,at
cleveland,and,whether,they,were,intimately,acquainted,withhim
oh,dear,yes,i,know,him,extremely,well,replied,mrs,palmer,not
that,i,ever,spoke,to,him,indeed,but,i,have,seen,him
for,ever,intown
somehow,or,other,i,never,happened,to,be,staying,at,barton,while
he,was,atallenham
mama,saw,him,here,once,before,but,i,was,with,my,uncle
atweymouth
however,i,dare,say,we,should,have,seen,a,great,deal,of
him,in,somersetshire,if,it,had,not,happened,very,unluckily,that,we
should,never,have,been,in,the,countrytogether
he,is,very,little,at,combe,i,believe,but,if,he,were
ever,so,much,there,i,do,not,think,mr,palmer,would,visit
him,for,he,is,in,the,opposition,you,know,and,besides,it
is,such,a,wayoff
i,know,why,you,inquire,about,him,very,well,your,sister,is
to,marryhim
i,am,monstrous,glad,of,it,for,then,i,shall,have,her
for,a,neighbour,youknow
upon,my,word,replied,elinor,you,know,much,more,of,the,matter
than,i,do,if,you,have,any,reason,to,expect,such,a
match
don,t,pretend,to,deny,it,because,you,know,it,is,what
every,body,talksof
i,assure,you,i,heard,of,it,in,my,way,throughtown
my,dearmrs
palmer
upon,my,honour,idid
i,met,colonel,brandon,monday,morning,in,bond,street,just,before,we
left,town,and,he,told,me,of,itdirectly
you,surprise,me,verymuch
colonel,brandon,tell,you,ofit
surely,you,must,bemistaken
to,give,such,intelligence,to,a,person,who,could,not,be,interested
in,it,even,if,it,were,true,is,not,what,i,should
expect,colonel,brandon,todo
but,i,do,assure,you,it,was,so,for,all,that,and
i,will,tell,you,how,ithappened
when,we,met,him,he,turned,back,and,walked,with,us,and
so,we,began,talking,of,my,brother,and,sister,and,one,thing
and,another,and,i,said,to,him,so,colonel,there,is,a
new,family,come,to,barton,cottage,i,hear,and,mama,sends,me
word,they,are,very,pretty,and,that,one,of,them,is,going
to,be,married,to,mr,willoughby,of,combemagna
is,it,truepray
for,of,course,you,must,know,as,you,have,been,in,devonshire
solately
and,what,did,the,colonelsay
oh,he,did,not,say,much,but,he,looked,as,if,he
knew,it,to,be,true,so,from,that,moment,i,set,it
down,ascertain
it,will,be,quite,delightful,ideclare
when,is,it,to,takeplace
mr,brandon,was,very,well,ihope
oh
yes,quite,well,and,so,full,of,your,praises,he,did,nothing
but,say,fine,things,ofyou
i,am,flattered,by,hiscommendation
he,seems,an,excellent,man,and,i,think,him,uncommonlypleasing
so,doi
he,is,such,a,charming,man,that,it,is,quite,a,pity
he,should,be,so,grave,and,sodull
mamma,says,_he_,was,in,love,with,your,sistertoo
i,assure,you,it,was,a,great,compliment,if,he,was,for
he,hardly,ever,falls,in,love,with,anybody
is,mr,willoughby,much,known,in,your,part,ofsomersetshire
saidelinor
oh
yes,extremely,well,that,is,i,do,not,believe,many,people,are
acquainted,with,him,because,combe,magna,is,so,far,off,but,they
all,think,him,extremely,agreeable,i,assureyou
nobody,is,more,liked,than,mr,willoughby,wherever,he,goes,and,so
you,may,tell,yoursister
she,is,a,monstrous,lucky,girl,to,get,him,upon,my,honour
not,but,that,he,is,much,more,lucky,in,getting,her,because
she,is,so,very,handsome,and,agreeable,that,nothing,can,be,good
enough,forher
however,i,don,t,think,her,hardly,at,all,handsomer,than,you
i,assure,you,for,i,think,you,both,excessively,pretty,and,so
does,mr,palmer,too,i,am,sure,though,we,could,not,get
him,to,own,it,lastnight
mrs,palmer,s,information,respecting,willoughby,was,not,very,material,but,any
testimony,in,his,favour,however,small,was,pleasing,toher
i,am,so,glad,we,are,got,acquainted,at,last,continuedcharlotte
and,now,i,hope,we,shall,always,be,greatfriends
you,can,t,think,how,much,i,longed,to,seeyou
it,is,so,delightful,that,you,should,live,at,thecottage
nothing,can,be,like,it,to,besure
and,i,am,so,glad,your,sister,is,going,to,be,well
married
i,hope,you,will,be,a,great,deal,at,combemagna
it,is,a,sweet,place,by,allaccounts
you,have,been,long,acquainted,with,colonel,brandon,have,notyou
yes,a,great,while,ever,since,my,sistermarried
he,was,a,particular,friend,of,sir,johns
i,believe,she,added,in,a,low,voice,he,would,have,been
very,glad,to,have,had,me,if,hecould
sir,john,and,lady,middleton,wished,it,verymuch
but,mama,did,not,think,the,match,good,enough,for,me,otherwise
sir,john,would,have,mentioned,it,to,the,colonel,and,we,should
have,been,marriedimmediately
did,not,colonel,brandon,know,of,sir,john,s,proposal,to,your
mother,before,it,wasmade
had,he,never,owned,his,affection,toyourself
oh,no,but,if,mama,had,not,objected,to,it,i,dare
say,he,would,have,liked,it,of,allthings
he,had,not,seen,me,then,above,twice,for,it,was,before
i,leftschool
however,i,am,much,happier,as,iam
mr,palmer,is,the,kind,of,man,ilike
chapter,xxi,the,palmers,returned,to,cleveland,the,next,day,and,the
two,families,at,barton,were,again,left,to,entertain,eachother
but,this,did,not,last,long,elinor,had,hardly,got,their,last
visitors,out,of,her,head,had,hardly,done,wondering,at,charlotte,s
being,so,happy,without,a,cause,at,mr,palmer,s,acting,so
simply,with,good,abilities,and,at,the,strange,unsuitableness,which,often,existed
between,husband,and,wife,before,sir,john,s,and,mrs,jennings,s
active,zeal,in,the,cause,of,society,procured,her,some,other,new
acquaintance,to,see,andobserve
in,a,morning,s,excursion,to,exeter,they,had,met,with,two
young,ladies,whom,mrs,jennings,had,the,satisfaction,of,discovering,to,be
her,relations,and,this,was,enough,for,sir,john,to,invite,them
directly,to,the,park,as,soon,as,their,present,engagements,at,exeter
wereover
their,engagements,at,exeter,instantly,gave,way,before,such,an,invitation,and
lady,middleton,was,thrown,into,no,little,alarm,on,the,return,of
sir,john,by,hearing,that,she,was,very,soon,to,receive,a
visit,from,two,girls,whom,she,had,never,seen,in,her,life
and,of,whose,elegance,whose,tolerable,gentility,even,she,could,have,no
proof,for,the,assurances,of,her,husband,and,mother,on,that,subject
went,for,nothing,atall
their,being,her,relations,too,made,it,so,much,the,worse,and
mrs,jennings,s,attempts,at,consolation,were,therefore,unfortunately,founded,when,she
advised,her,daughter,not,to,care,about,their,being,so,fashionable,because
they,were,all,cousins,and,must,put,up,with,oneanother
as,it,was,impossible,however,now,to,prevent,their,coming,lady,middleton
resigned,herself,to,the,idea,of,it,with,all,the,philosophy,of
a,well,bred,woman,contenting,herself,with,merely,giving,her,husband,a
gentle,reprimand,on,the,subject,five,or,six,times,everyday
the,young,ladies,arrived,their,appearance,was,by,no,means,ungenteel,or
unfashionable
their,dress,was,very,smart,their,manners,very,civil,they,were,delighted
with,the,house,and,in,raptures,with,the,furniture,and,they,happened
to,be,so,doatingly,fond,of,children,that,lady,middleton,s,good
opinion,was,engaged,in,their,favour,before,they,had,been,an,hour
at,thepark
she,declared,them,to,be,very,agreeable,girls,indeed,which,for,her
ladyship,was,enthusiasticadmiration
sir,john,s,confidence,in,his,own,judgment,rose,with,this,animated
praise,and,he,set,off,directly,for,the,cottage,to,tell,the
miss,dashwoods,of,the,miss,steeles,arrival,and,to,assure,them,of
their,being,the,sweetest,girls,in,theworld
from,such,commendation,as,this,however,there,was,not,much,to,be
learned,elinor,well,knew,that,the,sweetest,girls,in,the,world,were
to,be,met,with,in,every,part,of,england,under,every,possible
variation,of,form,face,temper,andunderstanding
sir,john,wanted,the,whole,family,to,walk,to,the,park,directly
and,look,at,hisguests
benevolent,philanthropicman
it,was,painful,to,him,even,to,keep,a,third,cousin,to
himself
do,come,now,said,he,pray,come,you,must,come,i,declare
you,shall,come,you,can,t,think,how,you,will,likethem
lucy,is,monstrous,pretty,and,so,good,humoured,andagreeable
the,children,are,all,hanging,about,her,already,as,if,she,was
an,oldacquaintance
and,they,both,long,to,see,you,of,all,things,for,they
have,heard,at,exeter,that,you,are,the,most,beautiful,creatures,in
the,world,and,i,have,told,them,it,is,all,very,true
and,a,great,dealmore
you,will,be,delighted,with,them,i,amsure
